,Date,User,Tweet,Id,Link
0,2021-12-31 02:23:58+00:00,elonmusk,@TheBabylonBee 🤣,1476740887543791617,https://twitter.com/elonmusk/status/1476740887543791617
1,2021-12-30 21:11:23+00:00,elonmusk,@roshanpateI 🤣 $7,1476662222617251846,https://twitter.com/elonmusk/status/1476662222617251846
2,2021-12-30 20:47:53+00:00,elonmusk,@tesla_raj Many UI improvements coming,1476656306610216960,https://twitter.com/elonmusk/status/1476656306610216960
3,2021-12-30 20:28:51+00:00,elonmusk,@CSmithson80 @heydave7 @BLKMDL3 @mims This chart is a big deal,1476651519986614281,https://twitter.com/elonmusk/status/1476651519986614281
4,2021-12-30 18:23:14+00:00,elonmusk,"@BLKMDL3 @mims Predicting macroeconomics is challenging, to say the least. My gut feel is maybe around spring or summer 2022, but not later than 2023.",1476619907076923398,https://twitter.com/elonmusk/status/1476619907076923398
5,2021-12-30 18:15:45+00:00,elonmusk,"@mims If history is any guide, not many will make it past the next recession",1476618021024190474,https://twitter.com/elonmusk/status/1476618021024190474
6,2021-12-30 17:35:45+00:00,elonmusk,@waitbutwhy 💯🙏,1476607954719752199,https://twitter.com/elonmusk/status/1476607954719752199
7,2021-12-30 08:42:50+00:00,elonmusk,@T_Ball5 Probably not wrong,1476473842059161602,https://twitter.com/elonmusk/status/1476473842059161602
8,2021-12-30 07:09:22+00:00,elonmusk,@heydave7 🤔,1476450321786359810,https://twitter.com/elonmusk/status/1476450321786359810
9,2021-12-30 06:27:15+00:00,elonmusk,https://t.co/OCUqr6xd9d,1476439722046238725,https://twitter.com/elonmusk/status/1476439722046238725
10,2021-12-30 06:18:38+00:00,elonmusk,https://t.co/mVhCpxVPZI,1476437555717541893,https://twitter.com/elonmusk/status/1476437555717541893
11,2021-12-29 17:21:54+00:00,elonmusk,@PPathole I do,1476242084126511105,https://twitter.com/elonmusk/status/1476242084126511105
12,2021-12-29 16:31:53+00:00,elonmusk,"@GailAlfarATX @SawyerMerritt Wow, working on this problem has soaked up a lot of my time &amp; brain cycles over the past ~7 years! This and Starship engines are currently the two hardest problems.",1476229496244166658,https://twitter.com/elonmusk/status/1476229496244166658
13,2021-12-29 16:22:17+00:00,elonmusk,@SawyerMerritt Ashok was the first person recruited from my tweet saying that Tesla is starting an Autopilot team!,1476227079033303042,https://twitter.com/elonmusk/status/1476227079033303042
14,2021-12-29 15:54:33+00:00,elonmusk,@esprit_tesla @chazman @lexfridman Yes,1476220099682082816,https://twitter.com/elonmusk/status/1476220099682082816
15,2021-12-29 08:38:39+00:00,elonmusk,@risermaker @engineers_feed ~700nm to ~400nm,1476110401347670017,https://twitter.com/elonmusk/status/1476110401347670017
16,2021-12-29 08:36:25+00:00,elonmusk,@SirineAti @engineers_feed FAA approval is the schedule driver. Their latest update says end of February.,1476109841949208577,https://twitter.com/elonmusk/status/1476109841949208577
17,2021-12-28 21:18:21+00:00,elonmusk,Lex asks great questions https://t.co/TlyuEGoOVA,1475939200218370049,https://twitter.com/elonmusk/status/1475939200218370049
18,2021-12-27 20:16:01+00:00,elonmusk,@cleantechnica Most people still have no idea that sustainable energy generation is growing so fast,1475561126645710850,https://twitter.com/elonmusk/status/1475561126645710850
19,2021-12-27 18:54:35+00:00,elonmusk,@SpaceXMR 🤣,1475540629891522566,https://twitter.com/elonmusk/status/1475540629891522566
20,2021-12-27 11:39:33+00:00,elonmusk,"@engineers_feed The resolution of the universe is not smaller than Planck length
https://t.co/hoyZR4d0pP",1475431151321899012,https://twitter.com/elonmusk/status/1475431151321899012
21,2021-12-27 04:23:28+00:00,elonmusk,@karpathy All of reality can be simulated with ones &amp; zeroes,1475321407328432131,https://twitter.com/elonmusk/status/1475321407328432131
22,2021-12-27 04:12:00+00:00,elonmusk,"@lexfridman Yeah, the smarter someone is, the harder it is to simulate/predict their behavior",1475318524390293515,https://twitter.com/elonmusk/status/1475318524390293515
23,2021-12-27 04:10:05+00:00,elonmusk,"@BillyM2k Now that the Webb telescope has been launched, they will have to spend more on rendering haha",1475318038379569156,https://twitter.com/elonmusk/status/1475318038379569156
24,2021-12-27 04:08:47+00:00,elonmusk,"@BillyM2k It is simulations all the way down, until you get to one bit",1475317711165169665,https://twitter.com/elonmusk/status/1475317711165169665
25,2021-12-27 03:56:00+00:00,elonmusk,"@PPathole People are able to break any laws made by humans, but none made by physics",1475314495396405256,https://twitter.com/elonmusk/status/1475314495396405256
26,2021-12-27 03:51:33+00:00,elonmusk,Physics formulas are the rendering rules,1475313375597019140,https://twitter.com/elonmusk/status/1475313375597019140
27,2021-12-27 03:49:50+00:00,elonmusk,"So much of AI is about compressing reality to a small vector space, like a video game in reverse",1475312943420121088,https://twitter.com/elonmusk/status/1475312943420121088
28,2021-12-26 19:41:02+00:00,elonmusk,@stats_feed @engineers_feed Useful mass to orbit is what matters,1475189931995709441,https://twitter.com/elonmusk/status/1475189931995709441
29,2021-12-26 19:20:21+00:00,elonmusk,@nichegamer 🤣,1475184726621175808,https://twitter.com/elonmusk/status/1475184726621175808
30,2021-12-26 19:13:14+00:00,elonmusk,"@DimaZeniuk @klwtts @TeslaClubNorway @WholeMarsBlog @SawyerMerritt @1stMarsColonist @daelmor @Kristennetten @28delayslater @Inelonwetrust__ @billhuang688 @EvaFoxU @GailAlfarATX As goes Norway, so goes the world. That said, still a long way to go to replace the fleet of combustion vehicles on the road.",1475182936559435777,https://twitter.com/elonmusk/status/1475182936559435777
31,2021-12-26 12:11:16+00:00,elonmusk,@archillect Now $1.25,1475076745627938821,https://twitter.com/elonmusk/status/1475076745627938821
32,2021-12-26 01:05:48+00:00,elonmusk,"@NASA @NASAWebb Congratulations, this is major!",1474909274459578380,https://twitter.com/elonmusk/status/1474909274459578380
33,2021-12-26 01:04:04+00:00,elonmusk,@WorldAndScience Me 💯,1474908839979925508,https://twitter.com/elonmusk/status/1474908839979925508
34,2021-12-25 21:53:31+00:00,elonmusk,Floki Santa https://t.co/y3CTq16bGi,1474860884359094275,https://twitter.com/elonmusk/status/1474860884359094275
35,2021-12-25 20:17:37+00:00,elonmusk,Merry Christmas 🎄🎁 ⛄️ ⭐️ 😃,1474836752619741188,https://twitter.com/elonmusk/status/1474836752619741188
36,2021-12-25 20:07:59+00:00,elonmusk,@JonErlichman Or Tesla!,1474834326571397120,https://twitter.com/elonmusk/status/1474834326571397120
37,2021-12-24 21:32:25+00:00,elonmusk,"Interesting
https://t.co/548FHpnnxU",1474493189688070148,https://twitter.com/elonmusk/status/1474493189688070148
38,2021-12-24 21:25:23+00:00,elonmusk,@nichegamer It’s good,1474491417816973321,https://twitter.com/elonmusk/status/1474491417816973321
39,2021-12-24 20:46:30+00:00,elonmusk,@PPathole @Tesla That was a crazy tough year. Tesla financing closed at 6pm Christmas Eve – last hour of the last day possible. Payroll would otherwise have bounced two days after Christmas.,1474481634770567170,https://twitter.com/elonmusk/status/1474481634770567170
40,2021-12-24 20:40:30+00:00,elonmusk,@cyantist It was a shamefully low blow from WSJ,1474480124653408259,https://twitter.com/elonmusk/status/1474480124653408259
41,2021-12-24 20:17:31+00:00,elonmusk,@WholeMarsBlog And many other things,1474474339596742659,https://twitter.com/elonmusk/status/1474474339596742659
42,2021-12-24 18:53:48+00:00,elonmusk,"@davidjkon @Tesmanian_com No, that’s some tool with senior editor privileges who keeps putting that there",1474453269833748480,https://twitter.com/elonmusk/status/1474453269833748480
43,2021-12-24 18:51:19+00:00,elonmusk,"@Tesmanian_com “History is written by the victors” except on Wikipedia, as your enemies are still alive &amp; have lots of time on their hands 🤣🤣",1474452647566532623,https://twitter.com/elonmusk/status/1474452647566532623
44,2021-12-24 18:50:02+00:00,elonmusk,@Tesmanian_com My wiki is such a dumpster fire 🤣🤣. That’s how you know it isn’t curated.,1474452323011289094,https://twitter.com/elonmusk/status/1474452323011289094
45,2021-12-24 18:47:15+00:00,elonmusk,@GerberKawasaki A lot will be added,1474451624013795336,https://twitter.com/elonmusk/status/1474451624013795336
46,2021-12-24 15:49:48+00:00,elonmusk,Tesla holiday software update goes to wide release today!,1474406965938114560,https://twitter.com/elonmusk/status/1474406965938114560
47,2021-12-24 15:44:25+00:00,elonmusk,@WholeMarsBlog Tesla is technically a car like an iPhone is technically a phone,1474405612662530077,https://twitter.com/elonmusk/status/1474405612662530077
48,2021-12-23 22:28:06+00:00,elonmusk,"10.8 looks good, rolling out today",1474144811951214592,https://twitter.com/elonmusk/status/1474144811951214592
49,2021-12-23 19:36:28+00:00,elonmusk,@BLKMDL3 Good idea,1474101621508476931,https://twitter.com/elonmusk/status/1474101621508476931
50,2021-12-23 07:11:42+00:00,elonmusk,@BillyM2k @jack @gladstein @rahilla @farokh @samkazemian @TheSmarmyBum @ethereum That’s why I’m pro Doge,1473914193527070770,https://twitter.com/elonmusk/status/1473914193527070770
51,2021-12-23 01:16:48+00:00,elonmusk,The @SkepticsGuide book is 👍,1473824879820615680,https://twitter.com/elonmusk/status/1473824879820615680
52,2021-12-23 00:35:39+00:00,elonmusk,"Lots of Tesla cars to deliver before year end! Your support in taking delivery is much appreciated. 

Thanks also to the Tesla team working hard during the holidays!",1473814525774336006,https://twitter.com/elonmusk/status/1473814525774336006
53,2021-12-22 23:56:20+00:00,elonmusk,"@scottwww @realrobcopeland Yeah, I didn’t have a house in the Bay Area for over a decade, despite spending half the week there",1473804628403834886,https://twitter.com/elonmusk/status/1473804628403834886
54,2021-12-22 23:17:53+00:00,elonmusk,"Whereas radar has trouble seeing small pedestrians, they’re obvious to Tesla vision https://t.co/ANUy58lgl7",1473794952719224836,https://twitter.com/elonmusk/status/1473794952719224836
55,2021-12-22 23:12:38+00:00,elonmusk,@nurodev Disney restricted us to US only,1473793631354040322,https://twitter.com/elonmusk/status/1473793631354040322
56,2021-12-22 22:18:42+00:00,elonmusk,"@JeffTutorials Yes, but if we find unexpected bugs, release might be delayed until 24th",1473780058083020801,https://twitter.com/elonmusk/status/1473780058083020801
57,2021-12-22 22:15:36+00:00,elonmusk,@WillFealey Yes,1473779281159467014,https://twitter.com/elonmusk/status/1473779281159467014
58,2021-12-22 22:11:51+00:00,elonmusk,Tesla holiday software release being tested with internal owners today. Broader rollout starts tomorrow evening.,1473778335390048265,https://twitter.com/elonmusk/status/1473778335390048265
59,2021-12-22 22:09:19+00:00,elonmusk,"@WholeMarsBlog We’re aiming for a significant improvement for owners outside the US around March, depending on regulatory approvals",1473777700682620929,https://twitter.com/elonmusk/status/1473777700682620929
60,2021-12-22 21:12:00+00:00,elonmusk,@Gfilche It’s a great whistle!,1473763275498311692,https://twitter.com/elonmusk/status/1473763275498311692
61,2021-12-22 20:44:12+00:00,elonmusk,"@Tesmanian_com When the 10b preprogrammed sales complete. There are still a few tranches left, but almost done.",1473756279059492868,https://twitter.com/elonmusk/status/1473756279059492868
62,2021-12-22 18:32:21+00:00,elonmusk,@BillyM2k @daelmor @DanCrenshawTX 💯,1473723095705952264,https://twitter.com/elonmusk/status/1473723095705952264
63,2021-12-22 17:51:05+00:00,elonmusk,@WholeMarsBlog This assumes completion of the 10b sales,1473712710563028993,https://twitter.com/elonmusk/status/1473712710563028993
64,2021-12-22 17:49:36+00:00,elonmusk,"@cleantechnica Pure vision, especially when using explicit photon count, is much better than radar+vision, as the latter has too much ambiguity – when radar &amp; vision disagree, it is not clear which one to believe",1473712339056828428,https://twitter.com/elonmusk/status/1473712339056828428
65,2021-12-22 17:22:17+00:00,elonmusk,@nichegamer 🤣,1473705463929835520,https://twitter.com/elonmusk/status/1473705463929835520
66,2021-12-22 16:00:18+00:00,elonmusk,@teslatidbits @WholeMarsBlog @DanCrenshawTX A strong bias towards consumption tax makes sense,1473684831280287744,https://twitter.com/elonmusk/status/1473684831280287744
67,2021-12-22 15:56:00+00:00,elonmusk,@daelmor @BillyM2k @DanCrenshawTX 🤣 People who don’t create products &amp; services don’t realize that it takes hard work to produce products &amp; services,1473683749518950424,https://twitter.com/elonmusk/status/1473683749518950424
68,2021-12-21 18:36:06+00:00,elonmusk,"@DanCrenshawTX Agreed. Taxes do need to be collected, but what is the best way to do this that maximizes area under the curve of the happiness of the people?",1473361653462876166,https://twitter.com/elonmusk/status/1473361653462876166
69,2021-12-21 17:22:53+00:00,elonmusk,@harald_murphy @SpaceX @Tesla @Jays200 A lot of improvement still coming just from software updates to satellites &amp; terminals,1473343227411550214,https://twitter.com/elonmusk/status/1473343227411550214
70,2021-12-21 16:41:51+00:00,elonmusk,@Erdayastronaut I talked about Falcon 9 &amp; Heavy for over a decade!,1473332900376588302,https://twitter.com/elonmusk/status/1473332900376588302
71,2021-12-21 16:28:59+00:00,elonmusk,@PPathole Still kinda hard to believe it is working,1473329661606342668,https://twitter.com/elonmusk/status/1473329661606342668
72,2021-12-21 16:23:26+00:00,elonmusk,@PPathole @SpaceX Absolutely,1473328267738365955,https://twitter.com/elonmusk/status/1473328267738365955
73,2021-12-21 16:23:03+00:00,elonmusk,100th SpaceX rocket landing was today https://t.co/ysO9siYCee,1473328171726651397,https://twitter.com/elonmusk/status/1473328171726651397
74,2021-12-21 05:46:29+00:00,elonmusk,@BillyM2k Just keep going. It’s in there somewhere. https://t.co/jSLEIcXji1,1473167974357995524,https://twitter.com/elonmusk/status/1473167974357995524
75,2021-12-21 05:42:47+00:00,elonmusk,@jack m something something,1473167043105103876,https://twitter.com/elonmusk/status/1473167043105103876
76,2021-12-21 05:36:24+00:00,elonmusk,Has anyone seen web3? I can’t find it.,1473165434518224896,https://twitter.com/elonmusk/status/1473165434518224896
